,date,format,deck,wins,games
2292,2023-05-31,MOM,Gruul (RG),220,378
2293,2023-05-31,MOM,Selesnya (GW),275,499
2294,2023-05-31,MOM,Orzhov (WB),191,370
2295,2023-05-31,MOM,Golgari (BG),205,394
2296,2023-05-31,MOM,Simic (GU),147,291
2297,2023-05-31,MOM,Izzet (UR),316,588
2298,2023-05-31,MOM,Boros (RW),410,721
2299,2023-05-31,MOM,Azorius (WU) + Splash,157,305
2300,2023-05-31,MOM,Dimir (UB) + Splash,356,657
2301,2023-05-31,MOM,Rakdos (BR) + Splash,189,358
2302,2023-05-31,MOM,Gruul (RG) + Splash,100,190
2303,2023-05-31,MOM,Selesnya (GW) + Splash,162,294
2304,2023-05-31,MOM,Orzhov (WB) + Splash,76,157
2305,2023-05-31,MOM,Golgari (BG) + Splash,306,563
2306,2023-05-31,MOM,Simic (GU) + Splash,265,506
2307,2023-05-31,MOM,Izzet (UR) + Splash,140,256
2308,2023-05-31,MOM,Boros (RW) + Splash,53,93
2309,2023-05-31,MOM,Jeskai (WUR),71,120
2310,2023-05-31,MOM,Sultai (UBG),283,529
2311,2023-05-31,MOM,Mardu (BRW),32,64
2312,2023-05-31,MOM,Temur (RGU),69,105
2313,2023-05-31,MOM,Abzan (GWB),82,161
2314,2023-05-31,MOM,Esper (WUB),107,218
2315,2023-05-31,MOM,Grixis (UBR),77,151
2316,2023-05-31,MOM,Jund (BRG),28,62
2317,2023-05-31,MOM,Naya (RGW),17,37
2318,2023-05-31,MOM,Bant (GWU),31,65
2319,2023-05-31,MOM,Jeskai (WUR) + Splash,8,18
2320,2023-05-31,MOM,Sultai (UBG) + Splash,116,227
2321,2023-05-31,MOM,Mardu (BRW) + Splash,4,6
2322,2023-05-31,MOM,Temur (RGU) + Splash,25,59
2323,2023-05-31,MOM,Abzan (GWB) + Splash,16,46
2324,2023-05-31,MOM,Esper (WUB) + Splash,3,10
2325,2023-05-31,MOM,Grixis (UBR) + Splash,20,40
2326,2023-05-31,MOM,Jund (BRG) + Splash,13,40
2327,2023-05-31,MOM,Naya (RGW) + Splash,11,21
2328,2023-05-31,MOM,Bant (GWU) + Splash,15,35
2329,2023-05-31,MOM,Four-color,28,64
2330,2023-05-31,MOM,Four-color + Splash,53,117
2331,2023-05-31,MOM,Five-color,19,51
2332,2023-06-01,MOM,Mono-White,7,12
2333,2023-06-01,MOM,Mono-Blue,0,0
2334,2023-06-01,MOM,Mono-Black,1,2
2335,2023-06-01,MOM,Mono-Red,0,0
2336,2023-06-01,MOM,Mono-Green,15,24
2337,2023-06-01,MOM,Mono-White + Splash,16,21
2338,2023-06-01,MOM,Mono-Blue + Splash,3,6
2339,2023-06-01,MOM,Mono-Black + Splash,4,7
2340,2023-06-01,MOM,Mono-Red + Splash,0,0
2341,2023-06-01,MOM,Mono-Green + Splash,10,24
2342,2023-06-01,MOM,Azorius (WU),991,1690
2343,2023-06-01,MOM,Dimir (UB),968,1671
2344,2023-06-01,MOM,Rakdos (BR),562,1041
2345,2023-06-01,MOM,Gruul (RG),156,297
2346,2023-06-01,MOM,Selesnya (GW),328,590
2347,2023-06-01,MOM,Orzhov (WB),288,491
2348,2023-06-01,MOM,Golgari (BG),297,548
2349,2023-06-01,MOM,Simic (GU),238,438
2350,2023-06-01,MOM,Izzet (UR),500,877
2351,2023-06-01,MOM,Boros (RW),484,825
2352,2023-06-01,MOM,Azorius (WU) + Splash,176,317
2353,2023-06-01,MOM,Dimir (UB) + Splash,361,659
2354,2023-06-01,MOM,Rakdos (BR) + Splash,213,398
2355,2023-06-01,MOM,Gruul (RG) + Splash,95,188
2356,2023-06-01,MOM,Selesnya (GW) + Splash,114,212
2357,2023-06-01,MOM,Orzhov (WB) + Splash,82,166
2358,2023-06-01,MOM,Golgari (BG) + Splash,331,598
2359,2023-06-01,MOM,Simic (GU) + Splash,321,581
2360,2023-06-01,MOM,Izzet (UR) + Splash,226,404
2361,2023-06-01,MOM,Boros (RW) + Splash,57,132
2362,2023-06-01,MOM,Jeskai (WUR),74,129
2363,2023-06-01,MOM,Sultai (UBG),314,598
2364,2023-06-01,MOM,Mardu (BRW),33,79
2365,2023-06-01,MOM,Temur (RGU),74,126
2366,2023-06-01,MOM,Abzan (GWB),111,203
2367,2023-06-01,MOM,Esper (WUB),124,217
2368,2023-06-01,MOM,Grixis (UBR),118,199
2369,2023-06-01,MOM,Jund (BRG),42,98
2370,2023-06-01,MOM,Naya (RGW),38,62
2371,2023-06-01,MOM,Bant (GWU),33,71
2372,2023-06-01,MOM,Jeskai (WUR) + Splash,2,4
2373,2023-06-01,MOM,Sultai (UBG) + Splash,189,370
2374,2023-06-01,MOM,Mardu (BRW) + Splash,9,16
2375,2023-06-01,MOM,Temur (RGU) + Splash,35,66
2376,2023-06-01,MOM,Abzan (GWB) + Splash,27,60
2377,2023-06-01,MOM,Esper (WUB) + Splash,7,14
2378,2023-06-01,MOM,Grixis (UBR) + Splash,21,31
2379,2023-06-01,MOM,Jund (BRG) + Splash,17,44
2380,2023-06-01,MOM,Naya (RGW) + Splash,22,45
2381,2023-06-01,MOM,Bant (GWU) + Splash,38,71
2382,2023-06-01,MOM,Four-color,41,84
2383,2023-06-01,MOM,Four-color + Splash,48,92
2384,2023-06-01,MOM,Five-color,32,62
2385,2023-06-02,MOM,Mono-White,0,0
2386,2023-06-02,MOM,Mono-Blue,0,0
2387,2023-06-02,MOM,Mono-Black,3,5
2388,2023-06-02,MOM,Mono-Red,14,24
2389,2023-06-02,MOM,Mono-Green,4,10
2390,2023-06-02,MOM,Mono-White + Splash,1,7
2391,2023-06-02,MOM,Mono-Blue + Splash,2,5
2392,2023-06-02,MOM,Mono-Black + Splash,2,3
2393,2023-06-02,MOM,Mono-Red + Splash,8,13
2394,2023-06-02,MOM,Mono-Green + Splash,15,27
2395,2023-06-02,MOM,Azorius (WU),1190,1978
2396,2023-06-02,MOM,Dimir (UB),1004,1745
2397,2023-06-02,MOM,Rakdos (BR),555,1051
2398,2023-06-02,MOM,Gruul (RG),172,342
2399,2023-06-02,MOM,Selesnya (GW),376,644
2400,2023-06-02,MOM,Orzhov (WB),291,577
2401,2023-06-02,MOM,Golgari (BG),179,351
2402,2023-06-02,MOM,Simic (GU),121,240
2403,2023-06-02,MOM,Izzet (UR),382,673
2404,2023-06-02,MOM,Boros (RW),446,766
2405,2023-06-02,MOM,Azorius (WU) + Splash,201,356
2406,2023-06-02,MOM,Dimir (UB) + Splash,333,622
2407,2023-06-02,MOM,Rakdos (BR) + Splash,244,454
2408,2023-06-02,MOM,Gruul (RG) + Splash,91,179
2409,2023-06-02,MOM,Selesnya (GW) + Splash,136,248
2410,2023-06-02,MOM,Orzhov (WB) + Splash,114,219
2411,2023-06-02,MOM,Golgari (BG) + Splash,325,583
2412,2023-06-02,MOM,Simic (GU) + Splash,272,528
2413,2023-06-02,MOM,Izzet (UR) + Splash,178,296
2414,2023-06-02,MOM,Boros (RW) + Splash,54,101
2415,2023-06-02,MOM,Jeskai (WUR),53,116
2416,2023-06-02,MOM,Sultai (UBG),409,748
2417,2023-06-02,MOM,Mardu (BRW),48,90
2418,2023-06-02,MOM,Temur (RGU),55,107
2419,2023-06-02,MOM,Abzan (GWB),64,140
2420,2023-06-02,MOM,Esper (WUB),92,175
2421,2023-06-02,MOM,Grixis (UBR),106,221
2422,2023-06-02,MOM,Jund (BRG),75,121
2423,2023-06-02,MOM,Naya (RGW),27,51
2424,2023-06-02,MOM,Bant (GWU),45,104
2425,2023-06-02,MOM,Jeskai (WUR) + Splash,9,17
2426,2023-06-02,MOM,Sultai (UBG) + Splash,118,243
2427,2023-06-02,MOM,Mardu (BRW) + Splash,3,7
2428,2023-06-02,MOM,Temur (RGU) + Splash,59,110
2429,2023-06-02,MOM,Abzan (GWB) + Splash,25,47
2430,2023-06-02,MOM,Esper (WUB) + Splash,12,24
2431,2023-06-02,MOM,Grixis (UBR) + Splash,4,13
2432,2023-06-02,MOM,Jund (BRG) + Splash,27,59
2433,2023-06-02,MOM,Naya (RGW) + Splash,3,5
2434,2023-06-02,MOM,Bant (GWU) + Splash,30,55
2435,2023-06-02,MOM,Four-color,39,65
2436,2023-06-02,MOM,Four-color + Splash,55,108
2437,2023-06-02,MOM,Five-color,13,30
2438,2023-06-03,MOM,Mono-White,6,9
2439,2023-06-03,MOM,Mono-Blue,0,3
2440,2023-06-03,MOM,Mono-Black,15,24
2441,2023-06-03,MOM,Mono-Red,0,0
2442,2023-06-03,MOM,Mono-Green,0,0
2443,2023-06-03,MOM,Mono-White + Splash,17,26
2444,2023-06-03,MOM,Mono-Blue + Splash,5,6
2445,2023-06-03,MOM,Mono-Black + Splash,4,4
2446,2023-06-03,MOM,Mono-Red + Splash,0,0
2447,2023-06-03,MOM,Mono-Green + Splash,7,14
2448,2023-06-03,MOM,Azorius (WU),1021,1761
2449,2023-06-03,MOM,Dimir (UB),1003,1790
2450,2023-06-03,MOM,Rakdos (BR),578,1071
2451,2023-06-03,MOM,Gruul (RG),192,338
2452,2023-06-03,MOM,Selesnya (GW),418,769
2453,2023-06-03,MOM,Orzhov (WB),276,502
2454,2023-06-03,MOM,Golgari (BG),250,450
2455,2023-06-03,MOM,Simic (GU),185,327
2456,2023-06-03,MOM,Izzet (UR),450,802
2457,2023-06-03,MOM,Boros (RW),350,665
2458,2023-06-03,MOM,Azorius (WU) + Splash,164,302
2459,2023-06-03,MOM,Dimir (UB) + Splash,369,680
2460,2023-06-03,MOM,Rakdos (BR) + Splash,210,378
2461,2023-06-03,MOM,Gruul (RG) + Splash,156,288
2462,2023-06-03,MOM,Selesnya (GW) + Splash,144,256
2463,2023-06-03,MOM,Orzhov (WB) + Splash,133,257
2464,2023-06-03,MOM,Golgari (BG) + Splash,319,570
2465,2023-06-03,MOM,Simic (GU) + Splash,314,582
2466,2023-06-03,MOM,Izzet (UR) + Splash,169,310
2467,2023-06-03,MOM,Boros (RW) + Splash,58,105
2468,2023-06-03,MOM,Jeskai (WUR),46,89
2469,2023-06-03,MOM,Sultai (UBG),392,727
2470,2023-06-03,MOM,Mardu (BRW),49,94
2471,2023-06-03,MOM,Temur (RGU),62,125
2472,2023-06-03,MOM,Abzan (GWB),86,174
2473,2023-06-03,MOM,Esper (WUB),163,303
2474,2023-06-03,MOM,Grixis (UBR),108,205
2475,2023-06-03,MOM,Jund (BRG),47,94
2476,2023-06-03,MOM,Naya (RGW),15,32
2477,2023-06-03,MOM,Bant (GWU),44,98
2478,2023-06-03,MOM,Jeskai (WUR) + Splash,3,6
2479,2023-06-03,MOM,Sultai (UBG) + Splash,160,316
2480,2023-06-03,MOM,Mardu (BRW) + Splash,3,7
2481,2023-06-03,MOM,Temur (RGU) + Splash,63,120
2482,2023-06-03,MOM,Abzan (GWB) + Splash,13,26
2483,2023-06-03,MOM,Esper (WUB) + Splash,10,18
2484,2023-06-03,MOM,Grixis (UBR) + Splash,8,17
2485,2023-06-03,MOM,Jund (BRG) + Splash,22,44
2486,2023-06-03,MOM,Naya (RGW) + Splash,16,36
2487,2023-06-03,MOM,Bant (GWU) + Splash,12,27
2488,2023-06-03,MOM,Four-color,56,96
2489,2023-06-03,MOM,Four-color + Splash,49,109
2490,2023-06-03,MOM,Five-color,16,42
2491,2023-06-04,MOM,Mono-White,0,1
2492,2023-06-04,MOM,Mono-Blue,0,0
2493,2023-06-04,MOM,Mono-Black,0,0
2494,2023-06-04,MOM,Mono-Red,1,1
2495,2023-06-04,MOM,Mono-Green,12,20
2496,2023-06-04,MOM,Mono-White + Splash,8,11
2497,2023-06-04,MOM,Mono-Blue + Splash,0,3
2498,2023-06-04,MOM,Mono-Black + Splash,5,10
2499,2023-06-04,MOM,Mono-Red + Splash,14,20
2500,2023-06-04,MOM,Mono-Green + Splash,14,26
2501,2023-06-04,MOM,Azorius (WU),1047,1820
2502,2023-06-04,MOM,Dimir (UB),932,1675
2503,2023-06-04,MOM,Rakdos (BR),552,996
2504,2023-06-04,MOM,Gruul (RG),196,353
2505,2023-06-04,MOM,Selesnya (GW),334,582
2506,2023-06-04,MOM,Orzhov (WB),258,490
2507,2023-06-04,MOM,Golgari (BG),269,497
2508,2023-06-04,MOM,Simic (GU),233,417
2509,2023-06-04,MOM,Izzet (UR),436,771
2510,2023-06-04,MOM,Boros (RW),463,824
2511,2023-06-04,MOM,Azorius (WU) + Splash,207,371
2512,2023-06-04,MOM,Dimir (UB) + Splash,330,602
2513,2023-06-04,MOM,Rakdos (BR) + Splash,190,340
2514,2023-06-04,MOM,Gruul (RG) + Splash,101,188
2515,2023-06-04,MOM,Selesnya (GW) + Splash,156,299
2516,2023-06-04,MOM,Orzhov (WB) + Splash,62,126
2517,2023-06-04,MOM,Golgari (BG) + Splash,394,684
2518,2023-06-04,MOM,Simic (GU) + Splash,308,573
2519,2023-06-04,MOM,Izzet (UR) + Splash,88,178
2520,2023-06-04,MOM,Boros (RW) + Splash,44,91
2521,2023-06-04,MOM,Jeskai (WUR),39,78
2522,2023-06-04,MOM,Sultai (UBG),327,611
2523,2023-06-04,MOM,Mardu (BRW),59,104
2524,2023-06-04,MOM,Temur (RGU),53,102
2525,2023-06-04,MOM,Abzan (GWB),79,154
2526,2023-06-04,MOM,Esper (WUB),115,232
2527,2023-06-04,MOM,Grixis (UBR),130,233
2528,2023-06-04,MOM,Jund (BRG),45,100
2529,2023-06-04,MOM,Naya (RGW),19,39
2530,2023-06-04,MOM,Bant (GWU),40,74
2531,2023-06-04,MOM,Jeskai (WUR) + Splash,2,2
2532,2023-06-04,MOM,Sultai (UBG) + Splash,165,297
2533,2023-06-04,MOM,Mardu (BRW) + Splash,2,8
2534,2023-06-04,MOM,Temur (RGU) + Splash,34,74
2535,2023-06-04,MOM,Abzan (GWB) + Splash,11,21
2536,2023-06-04,MOM,Esper (WUB) + Splash,12,20
2537,2023-06-04,MOM,Grixis (UBR) + Splash,38,68
2538,2023-06-04,MOM,Jund (BRG) + Splash,43,83
2539,2023-06-04,MOM,Naya (RGW) + Splash,19,33
2540,2023-06-04,MOM,Bant (GWU) + Splash,38,76
2541,2023-06-04,MOM,Four-color,32,56
2542,2023-06-04,MOM,Four-color + Splash,59,113
2543,2023-06-04,MOM,Five-color,5,15
2544,2023-06-05,MOM,Mono-White,2,5
2545,2023-06-05,MOM,Mono-Blue,0,0
2546,2023-06-05,MOM,Mono-Black,8,11
2547,2023-06-05,MOM,Mono-Red,6,8
2548,2023-06-05,MOM,Mono-Green,17,23
2549,2023-06-05,MOM,Mono-White + Splash,7,9
2550,2023-06-05,MOM,Mono-Blue + Splash,7,13
2551,2023-06-05,MOM,Mono-Black + Splash,0,1
2552,2023-06-05,MOM,Mono-Red + Splash,3,4
2553,2023-06-05,MOM,Mono-Green + Splash,13,22
2554,2023-06-05,MOM,Azorius (WU),1046,1752
2555,2023-06-05,MOM,Dimir (UB),848,1452
2556,2023-06-05,MOM,Rakdos (BR),496,850
2557,2023-06-05,MOM,Gruul (RG),188,362
2558,2023-06-05,MOM,Selesnya (GW),361,614
2559,2023-06-05,MOM,Orzhov (WB),186,362
2560,2023-06-05,MOM,Golgari (BG),234,406
2561,2023-06-05,MOM,Simic (GU),219,388
2562,2023-06-05,MOM,Izzet (UR),387,700
2563,2023-06-05,MOM,Boros (RW),343,611
2564,2023-06-05,MOM,Azorius (WU) + Splash,200,369
2565,2023-06-05,MOM,Dimir (UB) + Splash,318,588
2566,2023-06-05,MOM,Rakdos (BR) + Splash,214,417
2567,2023-06-05,MOM,Gruul (RG) + Splash,118,233
2568,2023-06-05,MOM,Selesnya (GW) + Splash,110,210
2569,2023-06-05,MOM,Orzhov (WB) + Splash,85,163
2570,2023-06-05,MOM,Golgari (BG) + Splash,274,518
2571,2023-06-05,MOM,Simic (GU) + Splash,235,415
2572,2023-06-05,MOM,Izzet (UR) + Splash,122,225
2573,2023-06-05,MOM,Boros (RW) + Splash,47,87
2574,2023-06-05,MOM,Jeskai (WUR),52,101
2575,2023-06-05,MOM,Sultai (UBG),280,551
2576,2023-06-05,MOM,Mardu (BRW),36,83
2577,2023-06-05,MOM,Temur (RGU),33,72
2578,2023-06-05,MOM,Abzan (GWB),93,173
2579,2023-06-05,MOM,Esper (WUB),105,206
2580,2023-06-05,MOM,Grixis (UBR),93,185
2581,2023-06-05,MOM,Jund (BRG),39,93
2582,2023-06-05,MOM,Naya (RGW),35,68
2583,2023-06-05,MOM,Bant (GWU),40,72
2584,2023-06-05,MOM,Jeskai (WUR) + Splash,0,0
2585,2023-06-05,MOM,Sultai (UBG) + Splash,135,239
2586,2023-06-05,MOM,Mardu (BRW) + Splash,2,5
2587,2023-06-05,MOM,Temur (RGU) + Splash,26,45
2588,2023-06-05,MOM,Abzan (GWB) + Splash,32,60
2589,2023-06-05,MOM,Esper (WUB) + Splash,15,33
2590,2023-06-05,MOM,Grixis (UBR) + Splash,8,20
2591,2023-06-05,MOM,Jund (BRG) + Splash,25,38
2592,2023-06-05,MOM,Naya (RGW) + Splash,16,24
2593,2023-06-05,MOM,Bant (GWU) + Splash,17,37
2594,2023-06-05,MOM,Four-color,24,54
2595,2023-06-05,MOM,Four-color + Splash,39,77
2596,2023-06-05,MOM,Five-color,20,36
2597,2023-06-06,MOM,Mono-White,0,0
2598,2023-06-06,MOM,Mono-Blue,0,0
2599,2023-06-06,MOM,Mono-Black,11,19
2600,2023-06-06,MOM,Mono-Red,6,10
2601,2023-06-06,MOM,Mono-Green,7,12
2602,2023-06-06,MOM,Mono-White + Splash,0,0
2603,2023-06-06,MOM,Mono-Blue + Splash,0,0
2604,2023-06-06,MOM,Mono-Black + Splash,0,0
2605,2023-06-06,MOM,Mono-Red + Splash,1,1
2606,2023-06-06,MOM,Mono-Green + Splash,15,32
2607,2023-06-06,MOM,Azorius (WU),1054,1757
2608,2023-06-06,MOM,Dimir (UB),930,1561
2609,2023-06-06,MOM,Rakdos (BR),462,833
2610,2023-06-06,MOM,Gruul (RG),150,253
2611,2023-06-06,MOM,Selesnya (GW),276,502
2612,2023-06-06,MOM,Orzhov (WB),188,379
2613,2023-06-06,MOM,Golgari (BG),249,438
2614,2023-06-06,MOM,Simic (GU),129,236
2615,2023-06-06,MOM,Izzet (UR),308,559
2616,2023-06-06,MOM,Boros (RW),408,716
2617,2023-06-06,MOM,Azorius (WU) + Splash,150,287
2618,2023-06-06,MOM,Dimir (UB) + Splash,328,581
2619,2023-06-06,MOM,Rakdos (BR) + Splash,222,419
2620,2023-06-06,MOM,Gruul (RG) + Splash,105,193
2621,2023-06-06,MOM,Selesnya (GW) + Splash,118,229
2622,2023-06-06,MOM,Orzhov (WB) + Splash,70,130
2623,2023-06-06,MOM,Golgari (BG) + Splash,230,461
2624,2023-06-06,MOM,Simic (GU) + Splash,239,447
2625,2023-06-06,MOM,Izzet (UR) + Splash,145,260
2626,2023-06-06,MOM,Boros (RW) + Splash,56,95
2627,2023-06-06,MOM,Jeskai (WUR),52,104
2628,2023-06-06,MOM,Sultai (UBG),311,587
2629,2023-06-06,MOM,Mardu (BRW),24,57
2630,2023-06-06,MOM,Temur (RGU),32,53
2631,2023-06-06,MOM,Abzan (GWB),66,133
2632,2023-06-06,MOM,Esper (WUB),71,141
2633,2023-06-06,MOM,Grixis (UBR),103,196
2634,2023-06-06,MOM,Jund (BRG),51,101
2635,2023-06-06,MOM,Naya (RGW),17,34
2636,2023-06-06,MOM,Bant (GWU),20,47
2637,2023-06-06,MOM,Jeskai (WUR) + Splash,1,6
2638,2023-06-06,MOM,Sultai (UBG) + Splash,153,292
2639,2023-06-06,MOM,Mardu (BRW) + Splash,7,13
2640,2023-06-06,MOM,Temur (RGU) + Splash,45,79
2641,2023-06-06,MOM,Abzan (GWB) + Splash,23,47
2642,2023-06-06,MOM,Esper (WUB) + Splash,16,23
2643,2023-06-06,MOM,Grixis (UBR) + Splash,19,37
2644,2023-06-06,MOM,Jund (BRG) + Splash,21,45
2645,2023-06-06,MOM,Naya (RGW) + Splash,8,17
2646,2023-06-06,MOM,Bant (GWU) + Splash,19,39
2647,2023-06-06,MOM,Four-color,28,67
2648,2023-06-06,MOM,Four-color + Splash,48,108
2649,2023-06-06,MOM,Five-color,19,36
2650,2023-06-07,MOM,Mono-White,0,1
2651,2023-06-07,MOM,Mono-Blue,0,0
2652,2023-06-07,MOM,Mono-Black,1,3
2653,2023-06-07,MOM,Mono-Red,6,12
2654,2023-06-07,MOM,Mono-Green,2,2
2655,2023-06-07,MOM,Mono-White + Splash,8,9
2656,2023-06-07,MOM,Mono-Blue + Splash,2,3
2657,2023-06-07,MOM,Mono-Black + Splash,6,12
2658,2023-06-07,MOM,Mono-Red + Splash,4,7
2659,2023-06-07,MOM,Mono-Green + Splash,6,11
2660,2023-06-07,MOM,Azorius (WU),821,1408
2661,2023-06-07,MOM,Dimir (UB),718,1258
2662,2023-06-07,MOM,Rakdos (BR),426,808
2663,2023-06-07,MOM,Gruul (RG),178,316
2664,2023-06-07,MOM,Selesnya (GW),235,442
2665,2023-06-07,MOM,Orzhov (WB),239,438
2666,2023-06-07,MOM,Golgari (BG),197,368
2667,2023-06-07,MOM,Simic (GU),134,245
2668,2023-06-07,MOM,Izzet (UR),312,555
2669,2023-06-07,MOM,Boros (RW),441,797
2670,2023-06-07,MOM,Azorius (WU) + Splash,140,245
2671,2023-06-07,MOM,Dimir (UB) + Splash,266,458
2672,2023-06-07,MOM,Rakdos (BR) + Splash,183,341
2673,2023-06-07,MOM,Gruul (RG) + Splash,99,200
2674,2023-06-07,MOM,Selesnya (GW) + Splash,127,230
2675,2023-06-07,MOM,Orzhov (WB) + Splash,88,159
2676,2023-06-07,MOM,Golgari (BG) + Splash,273,497
2677,2023-06-07,MOM,Simic (GU) + Splash,252,484
2678,2023-06-07,MOM,Izzet (UR) + Splash,179,305
2679,2023-06-07,MOM,Boros (RW) + Splash,47,75
2680,2023-06-07,MOM,Jeskai (WUR),32,69
2681,2023-06-07,MOM,Sultai (UBG),261,493
2682,2023-06-07,MOM,Mardu (BRW),6,13
2683,2023-06-07,MOM,Temur (RGU),51,86
2684,2023-06-07,MOM,Abzan (GWB),51,109
2685,2023-06-07,MOM,Esper (WUB),75,153
2686,2023-06-07,MOM,Grixis (UBR),79,148
2687,2023-06-07,MOM,Jund (BRG),50,108
2688,2023-06-07,MOM,Naya (RGW),23,43
2689,2023-06-07,MOM,Bant (GWU),20,41
2690,2023-06-07,MOM,Jeskai (WUR) + Splash,0,0
2691,2023-06-07,MOM,Sultai (UBG) + Splash,147,276
2692,2023-06-07,MOM,Mardu (BRW) + Splash,3,6
2693,2023-06-07,MOM,Temur (RGU) + Splash,12,34
2694,2023-06-07,MOM,Abzan (GWB) + Splash,20,40
2695,2023-06-07,MOM,Esper (WUB) + Splash,9,18
2696,2023-06-07,MOM,Grixis (UBR) + Splash,17,37
2697,2023-06-07,MOM,Jund (BRG) + Splash,22,46
2698,2023-06-07,MOM,Naya (RGW) + Splash,3,12
2699,2023-06-07,MOM,Bant (GWU) + Splash,7,18
2700,2023-06-07,MOM,Four-color,13,34
2701,2023-06-07,MOM,Four-color + Splash,42,92
2702,2023-06-07,MOM,Five-color,7,11
2703,2023-06-08,MOM,Mono-White,0,0
2704,2023-06-08,MOM,Mono-Blue,4,7
2705,2023-06-08,MOM,Mono-Black,0,1
2706,2023-06-08,MOM,Mono-Red,0,0
2707,2023-06-08,MOM,Mono-Green,13,21
2708,2023-06-08,MOM,Mono-White + Splash,6,13
2709,2023-06-08,MOM,Mono-Blue + Splash,1,4
2710,2023-06-08,MOM,Mono-Black + Splash,3,6
2711,2023-06-08,MOM,Mono-Red + Splash,0,1
2712,2023-06-08,MOM,Mono-Green + Splash,15,23
2713,2023-06-08,MOM,Azorius (WU),850,1456
2714,2023-06-08,MOM,Dimir (UB),748,1291
2715,2023-06-08,MOM,Rakdos (BR),506,905
2716,2023-06-08,MOM,Gruul (RG),134,253
2717,2023-06-08,MOM,Selesnya (GW),257,455
2718,2023-06-08,MOM,Orzhov (WB),251,488
2719,2023-06-08,MOM,Golgari (BG),229,395
2720,2023-06-08,MOM,Simic (GU),132,260
2721,2023-06-08,MOM,Izzet (UR),335,624
2722,2023-06-08,MOM,Boros (RW),426,736
2723,2023-06-08,MOM,Azorius (WU) + Splash,146,264
2724,2023-06-08,MOM,Dimir (UB) + Splash,261,460
2725,2023-06-08,MOM,Rakdos (BR) + Splash,214,406
2726,2023-06-08,MOM,Gruul (RG) + Splash,67,112
2727,2023-06-08,MOM,Selesnya (GW) + Splash,79,152
2728,2023-06-08,MOM,Orzhov (WB) + Splash,58,103
2729,2023-06-08,MOM,Golgari (BG) + Splash,279,491
2730,2023-06-08,MOM,Simic (GU) + Splash,199,375
2731,2023-06-08,MOM,Izzet (UR) + Splash,125,244
2732,2023-06-08,MOM,Boros (RW) + Splash,43,83
2733,2023-06-08,MOM,Jeskai (WUR),50,94
2734,2023-06-08,MOM,Sultai (UBG),266,495
2735,2023-06-08,MOM,Mardu (BRW),28,58
2736,2023-06-08,MOM,Temur (RGU),60,100
2737,2023-06-08,MOM,Abzan (GWB),31,88
2738,2023-06-08,MOM,Esper (WUB),66,141
2739,2023-06-08,MOM,Grixis (UBR),83,172
2740,2023-06-08,MOM,Jund (BRG),46,81
2741,2023-06-08,MOM,Naya (RGW),12,25
2742,2023-06-08,MOM,Bant (GWU),22,43
2743,2023-06-08,MOM,Jeskai (WUR) + Splash,1,4
2744,2023-06-08,MOM,Sultai (UBG) + Splash,115,210
2745,2023-06-08,MOM,Mardu (BRW) + Splash,10,16
2746,2023-06-08,MOM,Temur (RGU) + Splash,12,30
2747,2023-06-08,MOM,Abzan (GWB) + Splash,42,75
2748,2023-06-08,MOM,Esper (WUB) + Splash,20,39
2749,2023-06-08,MOM,Grixis (UBR) + Splash,25,43
2750,2023-06-08,MOM,Jund (BRG) + Splash,34,62
2751,2023-06-08,MOM,Naya (RGW) + Splash,14,29
2752,2023-06-08,MOM,Bant (GWU) + Splash,22,36
2753,2023-06-08,MOM,Four-color,26,67
2754,2023-06-08,MOM,Four-color + Splash,53,93
2755,2023-06-08,MOM,Five-color,12,26
2756,2023-06-09,MOM,Mono-White,11,18
2757,2023-06-09,MOM,Mono-Blue,0,0
2758,2023-06-09,MOM,Mono-Black,0,0
2759,2023-06-09,MOM,Mono-Red,0,0
2760,2023-06-09,MOM,Mono-Green,1,4
2761,2023-06-09,MOM,Mono-White + Splash,14,23
2762,2023-06-09,MOM,Mono-Blue + Splash,0,2
2763,2023-06-09,MOM,Mono-Black + Splash,0,0
2764,2023-06-09,MOM,Mono-Red + Splash,0,0
2765,2023-06-09,MOM,Mono-Green + Splash,17,22
2766,2023-06-09,MOM,Azorius (WU),965,1667
2767,2023-06-09,MOM,Dimir (UB),830,1423
2768,2023-06-09,MOM,Rakdos (BR),547,992
2769,2023-06-09,MOM,Gruul (RG),142,257
2770,2023-06-09,MOM,Selesnya (GW),375,644
2771,2023-06-09,MOM,Orzhov (WB),217,400
2772,2023-06-09,MOM,Golgari (BG),191,347
2773,2023-06-09,MOM,Simic (GU),128,252
2774,2023-06-09,MOM,Izzet (UR),346,601
2775,2023-06-09,MOM,Boros (RW),396,685
2776,2023-06-09,MOM,Azorius (WU) + Splash,172,314
2777,2023-06-09,MOM,Dimir (UB) + Splash,304,535
2778,2023-06-09,MOM,Rakdos (BR) + Splash,202,363
2779,2023-06-09,MOM,Gruul (RG) + Splash,107,207
2780,2023-06-09,MOM,Selesnya (GW) + Splash,114,227
2781,2023-06-09,MOM,Orzhov (WB) + Splash,51,126
2782,2023-06-09,MOM,Golgari (BG) + Splash,266,519
2783,2023-06-09,MOM,Simic (GU) + Splash,247,470
2784,2023-06-09,MOM,Izzet (UR) + Splash,102,204
