,date,format,deck,wins,games
1518,2023-07-18,LTR,Abzan (GWB),13,22
1519,2023-07-18,LTR,Esper (WUB),10,16
1520,2023-07-18,LTR,Grixis (UBR),26,46
1521,2023-07-18,LTR,Jund (BRG),1,3
1522,2023-07-18,LTR,Naya (RGW),1,2
1523,2023-07-18,LTR,Bant (GWU),0,0
1524,2023-07-18,LTR,Jeskai (WUR) + Splash,0,0
1525,2023-07-18,LTR,Sultai (UBG) + Splash,14,20
1526,2023-07-18,LTR,Mardu (BRW) + Splash,0,0
1527,2023-07-18,LTR,Temur (RGU) + Splash,2,5
1528,2023-07-18,LTR,Abzan (GWB) + Splash,6,15
1529,2023-07-18,LTR,Esper (WUB) + Splash,0,0
1530,2023-07-18,LTR,Grixis (UBR) + Splash,3,5
1531,2023-07-18,LTR,Jund (BRG) + Splash,6,9
1532,2023-07-18,LTR,Naya (RGW) + Splash,7,9
1533,2023-07-18,LTR,Bant (GWU) + Splash,7,9
1534,2023-07-18,LTR,Four-color,0,0
1535,2023-07-18,LTR,Four-color + Splash,1,2
1536,2023-07-18,LTR,Five-color,0,0
1537,2023-07-19,LTR,Mono-White,0,0
1538,2023-07-19,LTR,Mono-Blue,0,0
1539,2023-07-19,LTR,Mono-Black,0,0
1540,2023-07-19,LTR,Mono-Red,0,0
1541,2023-07-19,LTR,Mono-Green,0,0
1542,2023-07-19,LTR,Mono-White + Splash,0,0
1543,2023-07-19,LTR,Mono-Blue + Splash,2,5
1544,2023-07-19,LTR,Mono-Black + Splash,3,3
1545,2023-07-19,LTR,Mono-Red + Splash,3,6
1546,2023-07-19,LTR,Mono-Green + Splash,0,0
1547,2023-07-19,LTR,Azorius (WU),6,10
1548,2023-07-19,LTR,Dimir (UB),102,162
1549,2023-07-19,LTR,Rakdos (BR),159,261
1550,2023-07-19,LTR,Gruul (RG),0,1
1551,2023-07-19,LTR,Selesnya (GW),7,13
1552,2023-07-19,LTR,Orzhov (WB),40,76
1553,2023-07-19,LTR,Golgari (BG),21,44
1554,2023-07-19,LTR,Simic (GU),6,12
1555,2023-07-19,LTR,Izzet (UR),198,318
1556,2023-07-19,LTR,Boros (RW),61,109
1557,2023-07-19,LTR,Azorius (WU) + Splash,11,14
1558,2023-07-19,LTR,Dimir (UB) + Splash,54,79
1559,2023-07-19,LTR,Rakdos (BR) + Splash,24,34
1560,2023-07-19,LTR,Gruul (RG) + Splash,8,16
1561,2023-07-19,LTR,Selesnya (GW) + Splash,16,23
1562,2023-07-19,LTR,Orzhov (WB) + Splash,23,44
1563,2023-07-19,LTR,Golgari (BG) + Splash,10,22
1564,2023-07-19,LTR,Simic (GU) + Splash,20,30
1565,2023-07-19,LTR,Izzet (UR) + Splash,72,117
1566,2023-07-19,LTR,Boros (RW) + Splash,13,24
1567,2023-07-19,LTR,Jeskai (WUR),13,18
1568,2023-07-19,LTR,Sultai (UBG),0,0
1569,2023-07-19,LTR,Mardu (BRW),4,9
1570,2023-07-19,LTR,Temur (RGU),2,3
1571,2023-07-19,LTR,Abzan (GWB),16,27
1572,2023-07-19,LTR,Esper (WUB),3,6
1573,2023-07-19,LTR,Grixis (UBR),34,62
1574,2023-07-19,LTR,Jund (BRG),5,8
1575,2023-07-19,LTR,Naya (RGW),14,16
1576,2023-07-19,LTR,Bant (GWU),5,6
1577,2023-07-19,LTR,Jeskai (WUR) + Splash,2,4
1578,2023-07-19,LTR,Sultai (UBG) + Splash,1,2
1579,2023-07-19,LTR,Mardu (BRW) + Splash,0,0
1580,2023-07-19,LTR,Temur (RGU) + Splash,0,0
1581,2023-07-19,LTR,Abzan (GWB) + Splash,14,27
1582,2023-07-19,LTR,Esper (WUB) + Splash,0,0
1583,2023-07-19,LTR,Grixis (UBR) + Splash,1,5
1584,2023-07-19,LTR,Jund (BRG) + Splash,7,8
1585,2023-07-19,LTR,Naya (RGW) + Splash,3,6
1586,2023-07-19,LTR,Bant (GWU) + Splash,5,10
1587,2023-07-19,LTR,Four-color,8,10
1588,2023-07-19,LTR,Four-color + Splash,0,0
1589,2023-07-19,LTR,Five-color,0,0
1590,2023-07-20,LTR,Mono-White,0,0
1591,2023-07-20,LTR,Mono-Blue,0,0
1592,2023-07-20,LTR,Mono-Black,0,0
1593,2023-07-20,LTR,Mono-Red,1,4
1594,2023-07-20,LTR,Mono-Green,0,0
1595,2023-07-20,LTR,Mono-White + Splash,0,0
1596,2023-07-20,LTR,Mono-Blue + Splash,2,3
1597,2023-07-20,LTR,Mono-Black + Splash,3,6
1598,2023-07-20,LTR,Mono-Red + Splash,0,0
1599,2023-07-20,LTR,Mono-Green + Splash,0,0
1600,2023-07-20,LTR,Azorius (WU),9,18
1601,2023-07-20,LTR,Dimir (UB),122,193
1602,2023-07-20,LTR,Rakdos (BR),120,210
1603,2023-07-20,LTR,Gruul (RG),3,9
1604,2023-07-20,LTR,Selesnya (GW),7,17
1605,2023-07-20,LTR,Orzhov (WB),108,165
1606,2023-07-20,LTR,Golgari (BG),51,78
1607,2023-07-20,LTR,Simic (GU),6,11
1608,2023-07-20,LTR,Izzet (UR),147,234
1609,2023-07-20,LTR,Boros (RW),23,52
1610,2023-07-20,LTR,Azorius (WU) + Splash,13,21
1611,2023-07-20,LTR,Dimir (UB) + Splash,50,87
1612,2023-07-20,LTR,Rakdos (BR) + Splash,31,52
1613,2023-07-20,LTR,Gruul (RG) + Splash,27,48
1614,2023-07-20,LTR,Selesnya (GW) + Splash,42,75
1615,2023-07-20,LTR,Orzhov (WB) + Splash,51,79
1616,2023-07-20,LTR,Golgari (BG) + Splash,33,55
1617,2023-07-20,LTR,Simic (GU) + Splash,11,23
1618,2023-07-20,LTR,Izzet (UR) + Splash,68,111
1619,2023-07-20,LTR,Boros (RW) + Splash,2,2
1620,2023-07-20,LTR,Jeskai (WUR),2,7
1621,2023-07-20,LTR,Sultai (UBG),14,16
1622,2023-07-20,LTR,Mardu (BRW),0,0
1623,2023-07-20,LTR,Temur (RGU),10,12
1624,2023-07-20,LTR,Abzan (GWB),6,8
1625,2023-07-20,LTR,Esper (WUB),10,19
1626,2023-07-20,LTR,Grixis (UBR),24,42
1627,2023-07-20,LTR,Jund (BRG),4,6
1628,2023-07-20,LTR,Naya (RGW),17,24
1629,2023-07-20,LTR,Bant (GWU),0,0
1630,2023-07-20,LTR,Jeskai (WUR) + Splash,6,9
1631,2023-07-20,LTR,Sultai (UBG) + Splash,4,5
1632,2023-07-20,LTR,Mardu (BRW) + Splash,2,5
1633,2023-07-20,LTR,Temur (RGU) + Splash,1,1
1634,2023-07-20,LTR,Abzan (GWB) + Splash,3,4
1635,2023-07-20,LTR,Esper (WUB) + Splash,2,5
1636,2023-07-20,LTR,Grixis (UBR) + Splash,5,14
1637,2023-07-20,LTR,Jund (BRG) + Splash,1,5
1638,2023-07-20,LTR,Naya (RGW) + Splash,11,18
1639,2023-07-20,LTR,Bant (GWU) + Splash,4,7
1640,2023-07-20,LTR,Four-color,0,0
1641,2023-07-20,LTR,Four-color + Splash,12,19
1642,2023-07-20,LTR,Five-color,0,0
1643,2023-07-21,LTR,Mono-White,0,0
1644,2023-07-21,LTR,Mono-Blue,0,0
1645,2023-07-21,LTR,Mono-Black,0,0
1646,2023-07-21,LTR,Mono-Red,0,0
1647,2023-07-21,LTR,Mono-Green,0,0
1648,2023-07-21,LTR,Mono-White + Splash,0,0
1649,2023-07-21,LTR,Mono-Blue + Splash,11,14
1650,2023-07-21,LTR,Mono-Black + Splash,0,0
1651,2023-07-21,LTR,Mono-Red + Splash,0,0
1652,2023-07-21,LTR,Mono-Green + Splash,0,0
1653,2023-07-21,LTR,Azorius (WU),3,5
1654,2023-07-21,LTR,Dimir (UB),107,173
1655,2023-07-21,LTR,Rakdos (BR),183,294
1656,2023-07-21,LTR,Gruul (RG),0,0
1657,2023-07-21,LTR,Selesnya (GW),11,23
1658,2023-07-21,LTR,Orzhov (WB),88,144
1659,2023-07-21,LTR,Golgari (BG),21,35
1660,2023-07-21,LTR,Simic (GU),4,10
1661,2023-07-21,LTR,Izzet (UR),250,402
1662,2023-07-21,LTR,Boros (RW),46,84
1663,2023-07-21,LTR,Azorius (WU) + Splash,7,13
1664,2023-07-21,LTR,Dimir (UB) + Splash,64,100
1665,2023-07-21,LTR,Rakdos (BR) + Splash,40,72
1666,2023-07-21,LTR,Gruul (RG) + Splash,23,46
1667,2023-07-21,LTR,Selesnya (GW) + Splash,3,7
1668,2023-07-21,LTR,Orzhov (WB) + Splash,18,26
1669,2023-07-21,LTR,Golgari (BG) + Splash,36,58
1670,2023-07-21,LTR,Simic (GU) + Splash,16,25
1671,2023-07-21,LTR,Izzet (UR) + Splash,79,129
1672,2023-07-21,LTR,Boros (RW) + Splash,10,23
1673,2023-07-21,LTR,Jeskai (WUR),3,6
1674,2023-07-21,LTR,Sultai (UBG),0,0
1675,2023-07-21,LTR,Mardu (BRW),21,28
1676,2023-07-21,LTR,Temur (RGU),0,1
1677,2023-07-21,LTR,Abzan (GWB),16,30
1678,2023-07-21,LTR,Esper (WUB),10,14
1679,2023-07-21,LTR,Grixis (UBR),10,17
1680,2023-07-21,LTR,Jund (BRG),2,3
1681,2023-07-21,LTR,Naya (RGW),3,4
1682,2023-07-21,LTR,Bant (GWU),8,13
1683,2023-07-21,LTR,Jeskai (WUR) + Splash,0,0
1684,2023-07-21,LTR,Sultai (UBG) + Splash,5,9
1685,2023-07-21,LTR,Mardu (BRW) + Splash,0,0
1686,2023-07-21,LTR,Temur (RGU) + Splash,0,3
1687,2023-07-21,LTR,Abzan (GWB) + Splash,6,6
1688,2023-07-21,LTR,Esper (WUB) + Splash,3,6
1689,2023-07-21,LTR,Grixis (UBR) + Splash,0,0
1690,2023-07-21,LTR,Jund (BRG) + Splash,4,6
1691,2023-07-21,LTR,Naya (RGW) + Splash,5,10
1692,2023-07-21,LTR,Bant (GWU) + Splash,0,0
1693,2023-07-21,LTR,Four-color,3,9
1694,2023-07-21,LTR,Four-color + Splash,2,3
1695,2023-07-21,LTR,Five-color,0,0
